IKIDEN	Country	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	prod10	prod11	prod12	prod13	prod14	prod15	prod16	prod17	prod18	prod19	prod20	prod21	prod22	prod23	prod24	prod25	prod26	prod27	prod28	prod29	prod30	Who	Frequence	When	Taste	Healthy	Pleasure	No preparation	Ways	Guest	Authentic	Not expensive	Supermarket	Deli	Caterer	Fish shop	Market	Mobile van	Everyday	Special	Day snack	Evening snack	Aperitif	Starter	Salad	Cooked meal	Sandwich	Main	Vegetable	Lemon	Bread, butter	Lemon, bread, butter	C. fraîche	C. fraîche with herbs	Fresh cheese	Fresh cheese with herbs	Shallots	Mustard	Butter	Black pepper	Horseradish	Scottish	Norwegian	Atlantic	Irish	Wild	Do not know	Colour	Price	Origin	Brand	Advertising	Glossiness	Packaging	Labelling information	Number slices	Weight	Use by date	Usual brand	Appetising	Firm	Regular	Nice colour	Nice odour	Smooth texture	Firm texture	Greasy mouth	Characteristic taste	Not too salty 
86	Sittingbourne	-0,3057	0,6114	-1,2228	-0,3057	-1,2228	-0,7643	-1,2228	-0,7643	1,5285	0,6114	0,6114	1,9871	-0,7643	-1,2228	-1,2228	0,1529	0,6114	1,5285	0,1529	-0,3057	-1,2228	-1,2228	0,6114	0,1529	-0,7643	0,1529	1,5285	0,1529	1,9871	0,1529	Adults	3 to 4 times a year	Special celebration	Comp. Agree	Most. Agree	Most. Agree	Neither	Neither	Neither	Neither	Neither	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No
87	Sittingbourne	-2,0491	-0,4171	0,671	-0,9611	0,671	0,671	-0,4171	1,215	0,671	-0,4171	-0,4171	0,1269	0,671	1,215	0,671	-0,4171	-0,4171	0,671	-0,4171	1,215	-3,1372	0,671	0,1269	1,215	-0,9611	-0,9611	0,1269	0,1269	1,215	-0,9611	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Yes	No	No	Yes	No	No	No	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No
88	Sittingbourne	1,194	-1,7911	-0,796	0,199	-0,796	1,6916	-0,2985	1,194	1,194	0,6965	0,199	1,194	-0,2985	-1,7911	-0,796	1,194	0,6965	-0,796	-0,2985	-0,796	-0,2985	-0,796	0,6965	-0,796	-1,7911	1,6916	0,199	0,6965	0,199	-0,796	Both	Once a week or more	All year round	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Neither	Most. Agree	Comp. Agree	Neither	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No
89	Sittingbourne	0,341	0,341	-1,705	1,364	0,341	0,341	1,364	-1,705	0,341	-0,1705	1,364	-0,1705	-0,682	0,341	-1,1935	-1,705	0,341	1,364	1,364	0,341	-1,705	1,364	-0,682	-1,705	0,341	-0,682	-0,1705	0,341	0,341	0,341	Both	Once a month	All year round	Most. Agree	Most. Agree	Most. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Yes	No	No	Yes	No	No	Yes	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	Yes	No
91	Sittingbourne	0,9508	0,9508	-1,4941	0,1358	0,9508	0,1358	0,9508	0,1358	-1,0867	-1,4941	0,9508	-1,4941	0,1358	0,1358	0,1358	0,9508	0,5433	-1,4941	-0,2717	-1,4941	-1,9016	-0,2717	1,3583	0,1358	1,3583	-1,4941	0,5433	0,9508	0,1358	0,9508	Both	5 to 6 times a year	All year round	Comp. Agree	Comp. Agree	Most. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Disa.	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No
92	Sittingbourne	-0,6063	-1,6977	-0,6063	0,1213	0,1213	0,8489	0,8489	-1,6977	1,2127	0,4851	0,1213	0,8489	-0,2425	0,1213	1,2127	-0,9701	1,2127	-1,6977	0,4851	-1,3339	0,8489	0,1213	-0,6063	0,8489	-1,6977	1,2127	0,8489	-1,6977	0,4851	0,8489	Adults	Once a month	All year round	Comp. Agree	Neither	Neither	Most. Agree	Most. Disa.	Neither	Neither	Neither	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	No	No
94	Sittingbourne	0,3145	0,8696	0,3145	1,4247	0,8696	1,4247	-0,2405	0,8696	-0,2405	0,3145	-0,7956	0,8696	0,3145	-1,3507	1,4247	-0,7956	-0,2405	-0,7956	0,3145	-1,9058	0,3145	0,3145	0,8696	1,4247	-1,9058	-0,2405	-1,3507	-0,7956	0,3145	-1,9058	Both	Once a year	Special celebration	Most. Agree	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Neither	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	No	No	No
95	Sittingbourne	-1,0191	-0,5414	0,8917	-0,5414	-0,0637	0,8917	-1,0191	1,3694	-0,0637	1,3694	-1,4968	0,414	1,3694	-1,0191	-0,5414	-1,4968	0,414	-0,0637	1,3694	0,8917	-1,0191	1,8471	0,414	-1,0191	-0,0637	-0,5414	-1,0191	-1,4968	0,414	1,3694	Adults	5 to 6 times a year	All year round	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Yes	No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	Yes	No	No	No
96	Sittingbourne	-0,1357	-0,6445	1,3908	0,3731	0,882	0,3731	-1,6622	1,3908	1,3908	-1,1534	-1,1534	1,3908	-0,6445	-0,6445	0,882	0,3731	0,3731	0,882	-1,1534	-1,1534	-0,6445	0,882	1,3908	-1,1534	-1,1534	-1,6622	-0,6445	0,3731	0,882	0,3731	Adults	5 to 6 times a year	Special celebration	Most. Agree	Neither	Neither	Most. Agree	Comp. Agree	Most. Agree	Neither	Most. Agree	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No
97	Sittingbourne	-0,0394	-0,0394	-0,6305	0,5517	-0,6305	1,1428	1,1428	-1,8127	0,5517	0,5517	1,1428	0,5517	1,1428	-0,0394	-2,9948	0,5517	1,1428	1,1428	-0,0394	-1,8127	-0,0394	0,5517	-0,6305	-0,6305	-0,0394	1,1428	-0,0394	-0,0394	-1,2216	-0,6305	Both	Once every 2 weeks	All year round	Comp. Agree	Neither	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Yes	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No
98	Sittingbourne	-0,6637	1,6789	-0,0781	-0,6637	-0,0781	1,0932	-0,0781	1,6789	0,5076	-0,6637	0,5076	-1,2494	1,0932	-0,0781	-0,6637	-1,2494	0,5076	-1,2494	0,5076	1,0932	-0,6637	1,0932	-0,6637	-1,835	-1,835	1,0932	1,0932	0,5076	-1,2494	0,5076	Adults	Once a month	Only the winter	Most. Agree	Neither	Comp. Agree	Most. Agree	Neither	Neither	Neither	Most. Disa.	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No
99	Sittingbourne	0,0155	-1,843	1,874	0,4801	-0,9138	-0,4491	0,4801	1,4094	-0,4491	0,9447	-1,3784	0,9447	-0,9138	-0,9138	0,4801	0,4801	-0,9138	0,0155	0,9447	-0,4491	-1,3784	-0,4491	1,4094	0,9447	-0,4491	-1,843	0,9447	-0,4491	1,4094	0,0155	Adults	3 to 4 times a year	Only the winter	Most. Agree	Neither	Most. Agree	Neither	Most. Agree	Neither	Neither	Neither	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No
100	Sittingbourne	-0,1725	-1,3665	0,2255	-1,3665	1,0216	-0,1725	-0,9685	-1,3665	-0,1725	1,0216	0,2255	0,2255	1,4196	-1,3665	0,6236	-0,1725	1,0216	-0,5705	-1,3665	1,0216	-0,5705	1,0216	1,4196	-1,3665	-0,1725	-1,3665	0,2255	-0,1725	1,4196	1,8176	Both	Once a year	Christmas and NY	Most. Agree	Comp. Agree	Most. Agree	Neither	Comp. Agree	Comp. Agree	Neither	Comp. Disa.	Yes	Yes	No	Yes	No	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No
102	Sittingbourne	0,7311	-1,325	0,0457	-0,6397	1,4164	-0,6397	-0,6397	1,4164	0,0457	-0,6397	0,0457	0,7311	0,0457	0,7311	2,1018	1,4164	0,0457	0,7311	-1,325	0,7311	-2,0104	0,0457	0,0457	0,7311	-2,0104	-0,6397	0,7311	-1,325	-0,6397	0,0457	Adults	Once a month	All year round	Comp. Agree	Neither	Neither	Most. Agree	Comp. Agree	Comp. Agree	Neither	Most. Disa.	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	Yes	No	No	No
103	Sittingbourne	1,7134	-1,4992	-0,8567	-0,2142	1,0709	0,4284	1,0709	0,4284	0,4284	1,0709	1,0709	-0,2142	1,0709	-2,1418	0,4284	-1,4992	-0,8567	1,7134	-1,4992	0,4284	-0,8567	0,4284	-0,2142	-0,2142	-0,2142	0,4284	0,4284	-1,4992	-0,8567	0,4284	Adults	3 to 4 times a year	Special celebration	Comp. Agree	Most. Agree	Most. Agree	Neither	Most. Agree	Most. Agree	Neither	Most. Agree	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No
104	Sittingbourne	-0,3941	-0,3941	0,6807	0,6807	-0,3941	1,7556	0,1433	-0,9315	-0,3941	0,6807	1,2182	-0,3941	1,2182	-0,9315	1,2182	-0,3941	1,7556	-1,469	-1,469	-1,469	-1,469	1,2182	-0,9315	-0,9315	1,2182	-0,9315	0,6807	-0,3941	0,1433	0,6807	Adults	5 to 6 times a year	All year round	Comp. Agree	Neither	Neither	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Disa.	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	Yes	No
105	Sittingbourne	0,4673	-0,8072	1,1046	-2,0818	-0,1699	-0,1699	-0,1699	-2,0818	0,4673	1,1046	1,1046	0,4673	0,4673	-0,8072	-0,1699	-1,4445	0,4673	1,1046	1,1046	-0,8072	-0,8072	0,4673	-0,1699	-0,8072	-1,4445	1,1046	0,4673	1,1046	1,7419	-0,8072	Adults	Once every 6 months	All year round	Most. Agree	Most. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Disa.	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	No	No	No
106	Sittingbourne	-0,3782	-1,0455	-1,7128	-0,3782	1,6238	-0,3782	-0,3782	0,9565	0,2892	-1,0455	-0,3782	0,9565	0,2892	0,9565	0,2892	0,9565	0,2892	0,2892	0,9565	-0,3782	-0,3782	1,6238	0,2892	-0,3782	1,6238	-1,0455	-1,7128	-2,3801	0,9565	-0,3782	Adults	5 to 6 times a year	All year round	Comp. Agree	Most. Agree	Neither	Most. Disa.	Neither	Neither	Most. Disa.	Neither	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No
107	Sittingbourne	0,4608	0,4608	-1,9788	-1,1656	1,274	-0,3524	-0,3524	-1,1656	-1,1656	-1,1656	1,274	-1,9788	-0,3524	-0,3524	-0,3524	-0,3524	0,4608	0,4608	1,274	1,274	-0,3524	0,4608	1,274	0,4608	2,0872	-1,1656	0,4608	0,4608	0,4608	-0,3524	Adults	3 to 4 times a year	All year round	Comp. Agree	Most. Agree	Comp. Agree	Neither	Most. Agree	Neither	Neither	Most. Disa.	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No
109	Sittingbourne	0,7537	-2,0726	1,2247	1,2247	0,2826	-1,1305	-1,1305	-0,1884	-1,1305	-0,1884	0,2826	-0,1884	0,7537	0,7537	-0,6595	0,2826	-0,6595	1,2247	-1,1305	-0,1884	0,7537	1,2247	1,2247	0,2826	0,2826	1,2247	1,2247	-1,6016	-1,6016	-1,1305	Adults	5 to 6 times a year	All year round	Most. Agree	Comp. Agree	Neither	Neither	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No
110	Sittingbourne	-0,7373	0,9012	0,9012	0,0819	1,3108	1,3108	-1,1469	-1,1469	0,4915	1,3108	-1,1469	-1,1469	-1,5565	0,0819	-0,7373	-1,1469	0,4915	1,7204	0,4915	-1,5565	0,0819	-0,7373	1,7204	-0,3277	-0,3277	-0,3277	0,4915	0,9012	-1,1469	0,9012	Both	Once a week or more	All year round	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Yes	No	No	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	No	No	No	No
111	Sittingbourne	0,5393	-1,3276	1,1616	-0,083	1,1616	-0,083	0,5393	1,1616	-0,083	0,5393	-1,3276	-0,7053	-0,7053	0,5393	-1,3276	-1,3276	-0,083	2,4062	0,5393	1,1616	-1,9499	-0,7053	1,1616	-0,7053	-0,7053	0,5393	-1,3276	0,5393	0,5393	-0,083	Adults	Once a month	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Disa.	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Yes	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No
112	Sittingbourne	-0,6633	-1,0867	-0,2399	1,4536	-0,6633	-0,2399	1,0302	-1,0867	-0,2399	-0,2399	-1,0867	-0,6633	-0,6633	-0,6633	0,1835	-1,0867	-0,6633	1,877	-0,2399	1,877	-0,2399	1,877	-1,0867	1,4536	-1,0867	1,4536	0,6068	-0,6633	-0,2399	1,0302	Adults	Once a month	All year round	Neither	Most. Agree	Most. Disa.	Most. Agree	Most. Agree	Comp. Agree	Neither	Neither	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No
113	Sittingbourne	1,6468	-0,8234	0,4117	-0,8234	0,4117	-1,4409	-0,2058	1,6468	-0,2058	-0,2058	-0,8234	1,0292	-0,2058	-0,8234	2,2643	-1,4409	-0,8234	0,4117	0,4117	-1,4409	0,4117	-0,2058	-0,8234	0,4117	0,4117	0,4117	1,6468	-0,8234	1,0292	-1,4409	Adults	Once a month	All year round	Most. Agree	Neither	Neither	Neither	Most. Agree	Neither	Most. Agree	Most. Disa.	Yes	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No
114	Sittingbourne	-0,3363	0,2942	-1,5973	1,5552	0,9247	0,2942	-0,3363	0,2942	0,9247	0,2942	0,9247	0,9247	-0,9668	-1,5973	-2,2278	-0,3363	0,9247	0,9247	-0,9668	0,2942	1,5552	1,5552	0,2942	-1,5973	-0,9668	0,2942	-0,3363	-0,9668	-0,3363	0,2942	Adults	3 to 4 times a year	Only the summer	Neither	Most. Agree	Neither	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No
115	Sittingbourne	0,8131	-1,0164	-0,4066	0,8131	0,8131	-0,4066	0,8131	0,8131	0,8131	1,423	-2,2361	-0,4066	0,2033	-1,6262	-1,0164	0,8131	0,8131	-2,2361	-0,4066	0,8131	-1,6262	0,2033	0,8131	0,2033	-1,0164	0,2033	0,8131	-0,4066	0,8131	0,8131	Both	5 to 6 times a year	All year round	Most. Agree	Neither	Most. Agree	Most. Agree	Neither	Most. Agree	Neither	Neither	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No	Yes	No	No	No
116	Sittingbourne	0,2178	-1,4156	0,2178	-0,8711	0,7623	0,2178	-0,8711	0,2178	0,7623	-1,4156	-0,3267	-1,9601	1,8512	0,7623	-0,3267	0,7623	0,2178	1,3067	1,8512	-0,8711	-1,9601	-0,8711	0,7623	0,7623	-0,3267	-0,3267	-0,8711	1,3067	0,2178	0,2178	Both	Once every 6 months	All year round	Neither	Most. Agree	Neither	Neither	Neither	Most. Agree	Neither	Comp. Disa.	Yes	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No
117	Sittingbourne	1,1137	1,1137	-0,8517	-1,2447	1,1137	-1,2447	-1,2447	-0,0655	1,5068	-1,2447	0,7206	-1,2447	0,3276	1,5068	-1,2447	1,1137	-0,4586	1,5068	-0,4586	0,7206	-0,4586	1,1137	0,7206	-1,2447	-1,2447	0,3276	-0,4586	-0,0655	0,7206	-0,8517	Adults	Once every 6 months	Only the summer	Most. Agree	Comp. Agree	Neither	Comp. Agree	Most. Agree	Most. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No
118	Sittingbourne	-0,7069	-1,4511	0,7814	1,1534	0,7814	-0,3349	-1,8232	1,1534	0,7814	0,7814	0,0372	1,1534	1,1534	-0,7069	0,7814	1,1534	-1,4511	1,1534	-1,8232	0,4093	-1,4511	-0,7069	0,4093	-1,079	0,0372	-1,079	-0,7069	0,0372	0,7814	0,7814	Adults	Once every 6 months	Special celebration	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Most. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	Yes	No	No
119	Sittingbourne	-0,4658	-0,4658	-0,4658	0,3327	1,1313	-0,8651	-0,0665	0,732	-0,4658	-1,2644	-0,4658	-0,8651	-0,8651	-0,0665	-0,0665	-1,2644	1,9299	1,1313	0,732	-1,2644	-1,2644	1,9299	1,9299	-1,2644	1,5306	0,732	0,3327	-0,0665	-0,8651	-0,0665	Adults	Once a week or more	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Neither	Comp. Agree	Most. Agree	Neither	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No
120	Sittingbourne	0,5504	-0,6578	0,9531	-0,2551	0,9531	0,1477	0,5504	0,9531	0,9531	0,9531	-1,866	0,9531	-0,2551	0,5504	-2,2687	0,5504	-1,0605	-0,2551	0,1477	0,9531	0,1477	0,1477	0,9531	0,9531	-1,866	-1,866	-1,0605	0,1477	-1,0605	0,9531	Adults	Once a month	All year round	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Yes	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No
121	Sittingbourne	-0,2255	0,9685	0,1725	-0,2255	1,3665	0,5705	0,1725	0,9685	0,5705	-1,0216	1,7646	-1,4196	-1,4196	-0,6236	-0,6236	1,7646	0,1725	-0,2255	-1,0216	0,5705	-1,4196	0,1725	-0,6236	0,9685	-1,4196	0,1725	1,7646	0,5705	-1,4196	-1,0216	Adults	Once a week or more	All year round	Comp. Agree	Neither	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Neither	Yes	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No
122	Sittingbourne	-0,9685	0,3522	1,2326	0,3522	1,6729	0,3522	-0,9685	-0,9685	-0,5283	-0,9685	0,7924	0,7924	-0,5283	1,2326	-0,088	-0,088	1,6729	-0,5283	-0,9685	-0,5283	-0,9685	2,5533	-0,5283	-0,9685	-0,9685	-0,9685	1,2326	-0,9685	0,7924	-0,5283	Adults	Once every 2 weeks	All year round	Comp. Agree	Most. Disa.	Comp. Agree	Comp. Disa.	Comp. Agree	Comp. Agree	Neither	Most. Agree	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No
123	Sittingbourne	-1,218	1,218	1,218	0,406	-0,406	0,406	0,406	-1,218	0,406	0,406	-2,03	-1,218	1,218	-2,03	-1,218	0,406	1,218	-0,406	1,218	-0,406	-0,406	-0,406	1,218	0,406	0,406	-1,218	1,218	-0,406	-0,406	1,218	Adults	5 to 6 times a year	All year round	Comp. Agree	Neither	Neither	Neither	Most. Agree	Neither	Neither	Neither	Yes	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No
125	Sittingbourne	0,3727	0,3727	-0,9426	0,3727	1,0303	0,3727	1,0303	-1,6002	0,3727	-0,285	1,0303	1,0303	0,3727	-0,285	1,6879	1,0303	1,0303	-0,285	1,0303	-1,6002	-1,6002	-0,9426	-0,285	-0,9426	-1,6002	-1,6002	1,0303	-0,285	1,0303	-0,9426	Adults	3 to 4 times a year	All year round	Most. Agree	Most. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Neither	Comp. Disa.	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No
